Model Name;Species Name
msp_1138.mat;[Clostridium]_sp._CAG:628
msp_1139.mat;[Clostridium]_sp._CAG:389
msp_1140.mat;unclassified_Gordonibacter
msp_1141.mat;[Mycoplasma]_sp._CAG:877
msp_1142.mat;unclassified_Atopobiaceae
msp_1143.mat;unclassified_Oscillibacter
msp_1144.mat;msp_1144.mat
msp_1145.mat;unclassified_Lachnospiraceae
msp_1146.mat;unclassified_Clostridiales_1
msp_1147.mat;msp_1147.mat
msp_1148.mat;unclassified_Bacteroides
msp_1149.mat;unclassified_Lachnospiraceae
msp_1150.mat;unclassified_Ruminococcaceae
msp_1151.mat;unclassified_Succinivibrionaceae
msp_1152.mat;unclassified_Sutterellaceae
msp_1153.mat;Dialister_sp._UBA1703
msp_1154.mat;msp_1154.mat
msp_1155.mat;Bifidobacterium_angulatum
msp_1156.mat;Solobacterium_moorei
msp_1157.mat;unclassified_RF39_Mollicutes
msp_1158.mat;Porphyromonas_somerae
msp_1159.mat;unclassified_Collinsella
msp_1160.mat;[Clostridiaceae]_bacterium_CIM:MAG_987_/_[Clostridium]_sp._CAG:533
msp_1161.mat;msp_1161.mat
msp_1162.mat;msp_1162.mat
msp_1163.mat;unclassified_Ruminococcaceae
msp_1164.mat;[Faecalibacterium]_sp._CAG:1138
msp_1165.mat;msp_1165.mat
msp_1166.mat;unclassified_Clostridiales_1
msp_1167.mat;msp_1167.mat
msp_1168.mat;Peptoniphilus_harei
msp_1169.mat;msp_1169.mat
msp_1170.mat;msp_1170.mat
msp_1171.mat;msp_1171.mat
msp_1172.mat;unclassified_Christensenellaceae-Catabacteriaceae
msp_1173.mat;msp_1173.mat
msp_1174.mat;unclassified_Prevotella
msp_1175.mat;unclassified_Clostridiales_2
msp_1176.mat;msp_1176.mat
msp_1177.mat;unclassified_Ruminococcaceae
msp_1178.mat;unclassified_Muribaculaceae
msp_1179.mat;unclassified_Clostridiales_2
msp_1180.mat;unclassified_RF39_Mollicutes
msp_1181.mat;msp_1181.mat
msp_1182.mat;Verrucomicrobia_bacterium_CIM:MAG_792_1
msp_1183.mat;unclassified_Lachnoclostridium
msp_1184.mat;msp_1184.mat
msp_1185.mat;unclassified_Clostridiales_2
msp_1186.mat;[Corallococcus]_sp._CAG:1435
msp_1187.mat;[Firmicutes]_bacterium_CIM:MAG_721_/_[Bacillus]_sp._CAG:988
msp_1188.mat;Ruminococcaceae_bacterium_CIM:MAG_577
msp_1189.mat;unclassified_Clostridiales_2
msp_1190.mat;msp_1190.mat
msp_1191.mat;msp_1191.mat
msp_1192.mat;msp_1192.mat
msp_1193.mat;Dialister_pneumosintes
msp_1194.mat;unclassified_Lachnoclostridium
msp_1195.mat;msp_1195.mat
msp_1196.mat;msp_1196.mat
msp_1197.mat;msp_1197.mat
msp_1198.mat;[Clostridium]_sp._CAG:575
msp_1199.mat;unclassified_Clostridiales_5
msp_1200.mat;msp_1200.mat
msp_1201.mat;msp_1201.mat
msp_1202.mat;unclassified_Blautia
msp_1203.mat;msp_1203.mat
msp_1204.mat;[Bacilli]_bacterium_Phil2
msp_1205.mat;Comamonas_kerstersii
msp_1206.mat;unclassified_Clostridiales_2
msp_1207.mat;unclassified_Bacteroides
msp_1208.mat;unclassified_Lactobacillus
msp_1209.mat;unclassified_Alistipes
msp_1210.mat;unclassified_Clostridiales_1
msp_1211.mat;msp_1211.mat
msp_1212.mat;msp_1212.mat
msp_1213.mat;msp_1213.mat
msp_1214.mat;msp_1214.mat
msp_1215.mat;unclassified_Porphyromonas
msp_1216.mat;unclassified_Ruminococcaceae
msp_1217.mat;Eggerthella_sp._CAG:1427
msp_1218.mat;msp_1218.mat
msp_1219.mat;Veillonella_rogosae
msp_1220.mat;msp_1220.mat
msp_1221.mat;[Mycoplasma]_sp._CAG:776
msp_1222.mat;msp_1222.mat
msp_1223.mat;msp_1223.mat
msp_1224.mat;msp_1224.mat
msp_1225.mat;msp_1225.mat
msp_1226.mat;msp_1226.mat
msp_1227.mat;msp_1227.mat
msp_1228.mat;unclassified_Clostridiales_1
msp_1229.mat;Bacteroides_ilei
msp_1230.mat;msp_1230.mat
msp_1231.mat;msp_1231.mat
msp_1232.mat;unclassified_RF39_Mollicutes
msp_1233.mat;unclassified_RF39_Mollicutes
msp_1234.mat;Parvimonas_micra
msp_1235.mat;unclassified_Clostridiales_2
msp_1236.mat;unclassified_Lachnoclostridium
msp_1237.mat;msp_1237.mat
msp_1238.mat;unclassified_Oscillibacter
msp_1239.mat;unclassified_Christensenellaceae-Catabacteriaceae
msp_1240.mat;unclassified_Holdemanella
msp_1241.mat;Alistipes_sp._Zagget8
msp_1242.mat;Muribaculaceae_bacterium_sp3
msp_1243.mat;msp_1243.mat
msp_1244.mat;Collinsella_aerofaciens
msp_1245.mat;Parvimonas_sp._KA00067
msp_1246.mat;msp_1246.mat
msp_1247.mat;msp_1247.mat
msp_1248.mat;msp_1248.mat
msp_1249.mat;unclassified_Prevotella
msp_1250.mat;Drancourtella_sp._An12_&_An57
msp_1251.mat;unclassified_Oscillibacter
msp_1252.mat;unclassified_RF39_Mollicutes
msp_1253.mat;unclassified_Clostridiales_2
msp_1254.mat;msp_1254.mat
msp_1255.mat;unclassified_Faecalibacterium
msp_1256.mat;msp_1256.mat
msp_1257.mat;[Clostridium]_sp._CAG:921
msp_1258.mat;msp_1258.mat
msp_1259.mat;msp_1259.mat
msp_1260.mat;msp_1260.mat
msp_1261.mat;unclassified_Clostridiales_2
msp_1262.mat;unclassified_Clostridiales_2
msp_1263.mat;msp_1263.mat
msp_1264.mat;msp_1264.mat
msp_1265.mat;msp_1265.mat
msp_1266.mat;[Acidiphilium]_sp._CAG:727
msp_1267.mat;unclassified_Ruminococcaceae
msp_1268.mat;msp_1268.mat
msp_1269.mat;msp_1269.mat
msp_1270.mat;unclassified_Lachnospiraceae
msp_1271.mat;unclassified_Ruminococcus
msp_1272.mat;unclassified_Muribaculaceae
msp_1273.mat;unclassified_Bacteroidales
msp_1274.mat;msp_1274.mat
msp_1275.mat;msp_1275.mat
msp_1276.mat;Succinatimonas_hippei
msp_1277.mat;unclassified_Acidaminococcus
msp_1278.mat;unclassified_Mediterranea
msp_1279.mat;unclassified_Ruminococcaceae
msp_1280.mat;Elusimicrobia_bacterium_UBA1436
msp_1281.mat;unclassified_Elusimicrobia
msp_1282.mat;unclassified_Oscillibacter
msp_1283.mat;msp_1283.mat
msp_1284.mat;unclassified_Bacteroides
msp_1285.mat;msp_1285.mat
msp_1286.mat;[Acidaminococcus]_sp._CAG:917
msp_1287.mat;msp_1287.mat
msp_1288.mat;unclassified_Clostridiales_2
msp_1289.mat;msp_1289.mat
msp_1290.mat;msp_1290.mat
msp_1291.mat;unclassified_Clostridiales_Family_XIII._Incertae_Sedis
msp_1292.mat;msp_1292.mat
msp_1293.mat;Clostridiales_bacterium_UBA643
msp_1294.mat;unclassified_Veillonella
msp_1295.mat;msp_1295.mat
msp_1296.mat;msp_1296.mat
msp_1297.mat;msp_1297.mat
msp_1298.mat;unclassified_Clostridiales_5
msp_1299.mat;Faecalitalea_sp._Marseille-P3755
msp_1300.mat;msp_1300.mat
msp_1301.mat;msp_1301.mat
msp_1302.mat;unclassified_Clostridiales_5
msp_1303.mat;msp_1303.mat
msp_1304.mat;unclassified_RF39_Mollicutes
msp_1305.mat;unclassified_Lachnoclostridium
msp_1306.mat;msp_1306.mat
msp_1307.mat;msp_1307.mat
msp_1308.mat;Turicibacter_sanguinis_2
msp_1309.mat;msp_1309.mat
msp_1310.mat;unclassified_Flavonifractor
msp_1311.mat;Methanosphaera_stadtmanae
msp_1312.mat;unclassified_Oscillibacter
msp_1313.mat;msp_1313.mat
msp_1314.mat;unclassified_Clostridiales_1
msp_1315.mat;msp_1315.mat
msp_1316.mat;msp_1316.mat
msp_1317.mat;msp_1317.mat
msp_1318.mat;msp_1318.mat
msp_1319.mat;unclassified_Christensenellaceae-Catabacteriaceae
msp_1320.mat;msp_1320.mat
msp_1321.mat;msp_1321.mat
msp_1322.mat;msp_1322.mat
msp_1323.mat;unclassified_Flavonifractor
msp_1324.mat;msp_1324.mat
msp_1325.mat;Megasphaera_micronuciformis
msp_1326.mat;unclassified_Mitsuokella
msp_1327.mat;Peptostreptococcus_stomatis
msp_1328.mat;unclassified_RF39_Mollicutes
msp_1329.mat;Veillonella_tobetsuensis
msp_1330.mat;msp_1330.mat
msp_1331.mat;Hafnia_paralvei
msp_1332.mat;unclassified_Christensenellaceae-Catabacteriaceae
msp_1333.mat;msp_1333.mat
msp_1334.mat;msp_1334.mat
msp_1335.mat;Anaeromassilibacillus_sp._An172
msp_1336.mat;Anaerococcus_obesiensis_==_vaginalis
msp_1337.mat;msp_1337.mat
msp_1338.mat;msp_1338.mat
msp_1339.mat;msp_1339.mat
msp_1340.mat;unclassified_Butyricimonas
msp_1341.mat;msp_1341.mat
msp_1342.mat;msp_1342.mat
msp_1343.mat;msp_1343.mat
msp_1344.mat;msp_1344.mat
msp_1345.mat;msp_1345.mat
msp_1346.mat;msp_1346.mat
msp_1347.mat;msp_1347.mat
msp_1348.mat;msp_1348.mat
msp_1349.mat;msp_1349.mat
msp_1350.mat;unclassified_Prevotella
msp_1351.mat;Clostridium_celatum
msp_1352.mat;msp_1352.mat
msp_1353.mat;unclassified_Clostridium
msp_1354.mat;msp_1354.mat
msp_1355.mat;Ruminococcaceae_bacterium_UBA6353
msp_1356.mat;Anaeromassilibacillus_sp._An250
msp_1357.mat;unclassified_Clostridiales
msp_1358.mat;msp_1358.mat
msp_1359.mat;unclassified_Clostridiales_2
msp_1360.mat;unclassified_Coprobacter
msp_1361.mat;unclassified_Porphyromonas
msp_1362.mat;msp_1362.mat
msp_1363.mat;msp_1363.mat
msp_1364.mat;msp_1364.mat
msp_1365.mat;Megasphaera_sp._UBA1696
msp_1366.mat;msp_1366.mat
msp_1367.mat;unclassified_Anaeroplasmataceae
msp_1368.mat;msp_1368.mat
msp_1369.mat;msp_1369.mat
msp_1370.mat;unclassified_RF39_Mollicutes
msp_1371.mat;unclassified_Muribaculaceae
msp_1372.mat;msp_1372.mat
msp_1373.mat;unclassified_Clostridiales_2
msp_1374.mat;unclassified_Clostridiales_2
msp_1375.mat;unclassified_Dialister
msp_1376.mat;msp_1376.mat
msp_1377.mat;Collinsella_sp._UBA1690
msp_1378.mat;unclassified_Oscillibacter
msp_1379.mat;msp_1379.mat
msp_1380.mat;msp_1380.mat
msp_1381.mat;Agathobaculum_sp._Marseille-P4005
msp_1382.mat;Clostridiales_bacterium_CIM:MAG_1534
msp_1383.mat;msp_1383.mat
msp_1384.mat;msp_1384.mat
msp_1385.mat;unclassified_Blautia
msp_1386.mat;unclassified_Ruminococcaceae
msp_1387.mat;unclassified_Desulfovibrio
msp_1388.mat;unclassified_Coprococcus
msp_1389.mat;unclassified_Anaeroplasmataceae
msp_1390.mat;unclassified_Candidatus_Gastranaerophilales
msp_1391.mat;unclassified_Phascolarctobacterium
msp_1392.mat;msp_1392.mat
msp_1393.mat;msp_1393.mat
msp_1394.mat;msp_1394.mat
msp_1395.mat;msp_1395.mat
msp_1396.mat;msp_1396.mat
msp_1397.mat;msp_1397.mat
msp_1398.mat;msp_1398.mat
msp_1399.mat;unclassified_Clostridiales_6
msp_1400.mat;unclassified_Catabacter
msp_1401.mat;msp_1401.mat
msp_1402.mat;unclassified_Lachnospiraceae
msp_1403.mat;Blautia_sp._2789STDY5834862
msp_1404.mat;Prevotella_bivia
msp_1405.mat;unclassified_Lachnospiraceae
msp_1406.mat;msp_1406.mat
msp_1407.mat;unclassified_Lachnospiraceae
msp_1408.mat;msp_1408.mat
msp_1409.mat;msp_1409.mat
msp_1410.mat;msp_1410.mat
msp_1411.mat;msp_1411.mat
msp_1412.mat;Prevotella_disiens
msp_1413.mat;msp_1413.mat
msp_1414.mat;msp_1414.mat
msp_1415.mat;Firmicutes_bacterium_UBA1702
msp_1416.mat;msp_1416.mat
msp_1417.mat;msp_1417.mat
msp_1418.mat;msp_1418.mat
msp_1419.mat;unclassified_Sutterella
msp_1420.mat;msp_1420.mat
msp_1421.mat;unclassified_Holdemanella
msp_1422.mat;unclassified_Ruminococcaceae
msp_1423.mat;msp_1423.mat
msp_1424.mat;msp_1424.mat
msp_1425.mat;msp_1425.mat
msp_1426.mat;msp_1426.mat
msp_1427.mat;msp_1427.mat
msp_1428.mat;unclassified_Lachnospiraceae
msp_1429.mat;msp_1429.mat
msp_1430.mat;msp_1430.mat
msp_1431.mat;msp_1431.mat
msp_1432.mat;Citrobacter_koseri
msp_1433.mat;unclassified_Ruminococcaceae
msp_1434.mat;msp_1434.mat
msp_1435.mat;unclassified_Clostridiales_2
msp_1436.mat;unclassified_Collinsella
msp_1437.mat;unclassified_Lachnoclostridium
msp_1438.mat;unclassified_Ruminococcaceae
msp_1439.mat;msp_1439.mat
msp_1440.mat;msp_1440.mat
msp_1441.mat;msp_1441.mat
msp_1442.mat;msp_1442.mat
msp_1443.mat;msp_1443.mat
msp_1444.mat;Ruminococcaceae_bacterium_D5
msp_1445.mat;msp_1445.mat
msp_1446.mat;msp_1446.mat
msp_1447.mat;msp_1447.mat
msp_1448.mat;msp_1448.mat
msp_1449.mat;msp_1449.mat
msp_1450.mat;msp_1450.mat
msp_1451.mat;msp_1451.mat
msp_1452.mat;msp_1452.mat
msp_1453.mat;msp_1453.mat
msp_1454.mat;msp_1454.mat
msp_1455.mat;msp_1455.mat
msp_1456.mat;msp_1456.mat
msp_1457.mat;Fenollaria_massiliensis
msp_1458.mat;[Christensenellaceae]_bacterium_Phil10
msp_1459.mat;msp_1459.mat
msp_1460.mat;Clostridia_bacterium_CIM:MAG_611
msp_1461.mat;msp_1461.mat
msp_1462.mat;msp_1462.mat
msp_1463.mat;unclassified_Succinivibrionaceae
msp_1464.mat;msp_1464.mat
msp_1465.mat;msp_1465.mat
msp_1466.mat;msp_1466.mat
msp_1467.mat;msp_1467.mat
msp_1468.mat;msp_1468.mat
msp_1469.mat;unclassified_Oscillibacter
msp_1470.mat;msp_1470.mat
msp_1471.mat;msp_1471.mat
msp_1472.mat;msp_1472.mat
msp_1473.mat;msp_1473.mat
msp_1474.mat;unclassified_Bacteroidales
msp_1475.mat;Bacteroidales_bacterium_M1
msp_1476.mat;Haemophilus_pittmaniae
msp_1477.mat;msp_1477.mat
msp_1478.mat;unclassified_Lachnospiraceae
msp_1479.mat;unclassified_Clostridium
msp_1480.mat;msp_1480.mat
msp_1481.mat;msp_1481.mat
msp_1482.mat;unclassified_Bacteroides
msp_1483.mat;msp_1483.mat
msp_1484.mat;unclassified_Clostridiales_6
msp_1485.mat;unclassified_Christensenellaceae-Catabacteriaceae
msp_1486.mat;msp_1486.mat
msp_1487.mat;unclassified_Clostridiales_2
msp_1488.mat;unclassified_Bacteroidales
msp_1489.mat;msp_1489.mat
msp_1490.mat;[Roseburia]_sp._CAG:309
msp_1491.mat;msp_1491.mat
msp_1492.mat;msp_1492.mat
msp_1493.mat;unclassified_Bacteroides
msp_1494.mat;msp_1494.mat
msp_1495.mat;unclassified_Phascolarctobacterium
msp_1496.mat;msp_1496.mat
msp_1497.mat;msp_1497.mat
msp_1498.mat;msp_1498.mat
msp_1499.mat;msp_1499.mat
msp_1500.mat;msp_1500.mat
msp_1501.mat;unclassified_Lachnospiraceae
msp_1502.mat;msp_1502.mat
msp_1503.mat;msp_1503.mat
msp_1504.mat;msp_1504.mat
msp_1505.mat;msp_1505.mat
msp_1506.mat;msp_1506.mat
msp_1507.mat;msp_1507.mat
msp_1508.mat;unclassified_Ruminococcaceae
msp_1509.mat;msp_1509.mat
msp_1510.mat;msp_1510.mat
msp_1511.mat;msp_1511.mat
msp_1512.mat;msp_1512.mat
msp_1513.mat;msp_1513.mat
msp_1514.mat;msp_1514.mat
msp_1515.mat;msp_1515.mat
msp_1516.mat;msp_1516.mat
msp_1517.mat;msp_1517.mat
msp_1518.mat;msp_1518.mat
msp_1519.mat;unclassified_Flavonifractor
msp_1520.mat;unclassified_Gemmiger
msp_1521.mat;msp_1521.mat
msp_1522.mat;msp_1522.mat
msp_1523.mat;Desulfovibrio_sp._Dsv1
msp_1524.mat;msp_1524.mat
msp_1525.mat;[Clostridium]_hylemonae
msp_1526.mat;unclassified_Succinatimonas
msp_1527.mat;unclassified_Lachnospiraceae
msp_1528.mat;Olsenella_sp._An188
msp_1529.mat;msp_1529.mat
msp_1530.mat;msp_1530.mat
msp_1531.mat;msp_1531.mat
msp_1532.mat;msp_1532.mat
msp_1533.mat;msp_1533.mat
msp_1534.mat;msp_1534.mat
msp_1535.mat;msp_1535.mat
msp_1536.mat;msp_1536.mat
msp_1537.mat;msp_1537.mat
msp_1538.mat;msp_1538.mat
msp_1539.mat;msp_1539.mat
msp_1540.mat;msp_1540.mat
msp_1541.mat;unclassified_Lachnospiraceae
msp_1542.mat;msp_1542.mat
msp_1543.mat;msp_1543.mat
msp_1544.mat;msp_1544.mat
msp_1545.mat;msp_1545.mat
msp_1546.mat;Muribaculaceae_bacterium_sp4
msp_1547.mat;msp_1547.mat
msp_1548.mat;unclassified_Fournierella
msp_1549.mat;msp_1549.mat
msp_1550.mat;msp_1550.mat
msp_1551.mat;msp_1551.mat
msp_1552.mat;msp_1552.mat
msp_1553.mat;msp_1553.mat
msp_1554.mat;msp_1554.mat
msp_1555.mat;msp_1555.mat
msp_1556.mat;Holdemania_filiformis
msp_1557.mat;unclassified_Eggerthellaceae
msp_1558.mat;msp_1558.mat
msp_1559.mat;msp_1559.mat
msp_1560.mat;unclassified_Muribaculaceae
msp_1561.mat;msp_1561.mat
msp_1562.mat;msp_1562.mat
msp_1563.mat;msp_1563.mat
msp_1564.mat;msp_1564.mat
msp_1565.mat;msp_1565.mat
msp_1566.mat;msp_1566.mat
msp_1567.mat;Clostridium_disporicum
msp_1568.mat;unclassified_Prevotella
msp_1569.mat;msp_1569.mat
msp_1570.mat;Porphyromonas_asaccharolytica
msp_1571.mat;msp_1571.mat
msp_1572.mat;msp_1572.mat
msp_1573.mat;msp_1573.mat
msp_1574.mat;msp_1574.mat
msp_1575.mat;msp_1575.mat
msp_1576.mat;msp_1576.mat
msp_1577.mat;unclassified_Clostridiales_5
msp_1578.mat;msp_1578.mat
msp_1579.mat;msp_1579.mat
msp_1580.mat;msp_1580.mat
msp_1581.mat;msp_1581.mat
msp_1582.mat;unclassified_Butyricimonas
msp_1583.mat;msp_1583.mat
msp_1584.mat;Pseudoflavonifractor_capillosus
msp_1585.mat;msp_1585.mat
msp_1586.mat;msp_1586.mat
msp_1587.mat;msp_1587.mat
msp_1588.mat;msp_1588.mat
msp_1589.mat;msp_1589.mat
msp_1590.mat;msp_1590.mat
msp_1591.mat;msp_1591.mat
msp_1592.mat;msp_1592.mat
msp_1593.mat;msp_1593.mat
msp_1594.mat;msp_1594.mat
msp_1595.mat;msp_1595.mat
msp_1596.mat;unclassified_Libanicoccus
msp_1597.mat;msp_1597.mat
msp_1598.mat;msp_1598.mat
msp_1599.mat;msp_1599.mat
msp_1600.mat;unclassified_Porphyromonas
msp_1601.mat;unclassified_Clostridium
msp_1602.mat;msp_1602.mat
msp_1603.mat;msp_1603.mat
msp_1604.mat;msp_1604.mat
msp_1605.mat;msp_1605.mat
msp_1606.mat;msp_1606.mat
msp_1607.mat;msp_1607.mat
msp_1608.mat;msp_1608.mat
msp_1609.mat;msp_1609.mat
msp_1610.mat;msp_1610.mat
msp_1611.mat;msp_1611.mat
msp_1612.mat;msp_1612.mat
msp_1613.mat;unclassified_Selenomonadaceae
msp_1614.mat;msp_1614.mat
msp_1615.mat;msp_1615.mat
msp_1616.mat;msp_1616.mat
msp_1617.mat;unclassified_Lachnospiraceae
msp_1618.mat;msp_1618.mat
msp_1619.mat;msp_1619.mat
msp_1620.mat;msp_1620.mat
msp_1621.mat;msp_1621.mat
msp_1622.mat;msp_1622.mat
msp_1623.mat;msp_1623.mat
msp_1624.mat;msp_1624.mat
msp_1625.mat;msp_1625.mat
msp_1626.mat;unclassified_Oscillospiraceae
msp_1627.mat;msp_1627.mat
msp_1628.mat;Lachnoclostridium_sp._An118
msp_1629.mat;msp_1629.mat
msp_1630.mat;msp_1630.mat
msp_1631.mat;Oxalobacter_formigenes_2
msp_1632.mat;msp_1632.mat
msp_1633.mat;msp_1633.mat
msp_1634.mat;Slackia_piriformis
msp_1635.mat;msp_1635.mat
msp_1636.mat;unclassified_Prevotella
msp_1637.mat;unclassified_Ruminococcaceae
msp_1638.mat;msp_1638.mat
msp_1639.mat;Desulfovibrio_sp._An276
msp_1640.mat;unclassified_Bacteroidales_[Alistipes]_sp._CAG:831
msp_1641.mat;msp_1641.mat
msp_1642.mat;msp_1642.mat
msp_1643.mat;msp_1643.mat
msp_1644.mat;unclassified_Ruminococcaceae
msp_1645.mat;msp_1645.mat
msp_1646.mat;msp_1646.mat
msp_1647.mat;unclassified_Erysipelatoclostridium
msp_1648.mat;Peptoniphilus_senegalensis
msp_1649.mat;msp_1649.mat
msp_1650.mat;msp_1650.mat
msp_1651.mat;msp_1651.mat
msp_1652.mat;unclassified_Intestinimonas
msp_1653.mat;msp_1653.mat
msp_1654.mat;msp_1654.mat
msp_1655.mat;msp_1655.mat
msp_1656.mat;unclassified_Lachnospiraceae
msp_1657.mat;msp_1657.mat
msp_1658.mat;msp_1658.mat
msp_1659.mat;msp_1659.mat
msp_1660.mat;msp_1660.mat
msp_1661.mat;unclassified_Acholeplasmatales
msp_1662.mat;unclassified_Lachnospiraceae
msp_1663.mat;msp_1663.mat
msp_1664.mat;msp_1664.mat
msp_1665.mat;msp_1665.mat
msp_1666.mat;[Mollicutes]_bacterium_Phil14
msp_1667.mat;unclassified_Christensenellaceae-Catabacteriaceae
msp_1668.mat;msp_1668.mat
msp_1669.mat;msp_1669.mat
msp_1670.mat;unclassified_Anaeroplasmataceae
msp_1671.mat;msp_1671.mat
msp_1672.mat;msp_1672.mat
msp_1673.mat;msp_1673.mat
msp_1674.mat;msp_1674.mat
msp_1675.mat;msp_1675.mat
msp_1676.mat;msp_1676.mat
msp_1677.mat;unclassified_Clostridium
msp_1678.mat;msp_1678.mat
msp_1679.mat;unclassified_Niameybacter
msp_1680.mat;msp_1680.mat
msp_1681.mat;msp_1681.mat
msp_1682.mat;msp_1682.mat
msp_1683.mat;msp_1683.mat
msp_1684.mat;msp_1684.mat
msp_1685.mat;msp_1685.mat
msp_1686.mat;msp_1686.mat
msp_1687.mat;msp_1687.mat
msp_1688.mat;msp_1688.mat
msp_1689.mat;msp_1689.mat
msp_1690.mat;msp_1690.mat
msp_1691.mat;unclassified_Phascolarctobacterium
msp_1692.mat;unclassified_Muribaculaceae
msp_1693.mat;msp_1693.mat
msp_1694.mat;msp_1694.mat
msp_1695.mat;unclassified_Clostridiales_2
msp_1696.mat;msp_1696.mat
msp_1697.mat;msp_1697.mat
msp_1698.mat;msp_1698.mat
msp_1699.mat;msp_1699.mat
msp_1700.mat;unclassified_Erysipelatoclostridium
msp_1701.mat;msp_1701.mat
msp_1702.mat;msp_1702.mat
msp_1703.mat;msp_1703.mat
msp_1704.mat;msp_1704.mat
msp_1705.mat;msp_1705.mat
msp_1706.mat;msp_1706.mat
msp_1707.mat;msp_1707.mat
msp_1708.mat;msp_1708.mat
msp_1709.mat;msp_1709.mat
msp_1710.mat;msp_1710.mat
msp_1711.mat;unclassified_Roseburia
msp_1712.mat;unclassified_Clostridiales_3
msp_1713.mat;msp_1713.mat
msp_1714.mat;msp_1714.mat
msp_1715.mat;msp_1715.mat
msp_1716.mat;unclassified_Roseburia
msp_1717.mat;msp_1717.mat
msp_1718.mat;unclassified_Blautia
msp_1719.mat;msp_1719.mat
msp_1720.mat;msp_1720.mat
msp_1721.mat;msp_1721.mat
msp_1722.mat;msp_1722.mat
msp_1723.mat;msp_1723.mat
msp_1724.mat;msp_1724.mat
msp_1725.mat;msp_1725.mat
msp_1726.mat;msp_1726.mat
msp_1727.mat;unclassified_Alistipes
msp_1728.mat;unclassified_Sutterellaceae
msp_1729.mat;msp_1729.mat
msp_1730.mat;msp_1730.mat
msp_1731.mat;msp_1731.mat
msp_1732.mat;unclassified_Prevotella
msp_1733.mat;msp_1733.mat
msp_1734.mat;msp_1734.mat
msp_1735.mat;msp_1735.mat
msp_1736.mat;msp_1736.mat
msp_1737.mat;Bacteroides_stercorirosoris
msp_1738.mat;msp_1738.mat
msp_1739.mat;msp_1739.mat
msp_1740.mat;msp_1740.mat
msp_1741.mat;msp_1741.mat
msp_1742.mat;msp_1742.mat
msp_1743.mat;unclassified_Christensenellaceae-Catabacteriaceae
msp_1744.mat;msp_1744.mat
msp_1745.mat;Candidatus_Melainabacteria_bacterium_js4906-23-3_S14_33_15
msp_1746.mat;msp_1746.mat
msp_1747.mat;Faecalicatena_fissicatena
msp_1748.mat;msp_1748.mat
msp_1749.mat;msp_1749.mat
msp_1750.mat;msp_1750.mat
msp_1751.mat;msp_1751.mat
msp_1752.mat;msp_1752.mat
msp_1753.mat;msp_1753.mat
msp_1754.mat;msp_1754.mat
msp_1755.mat;msp_1755.mat
msp_1756.mat;msp_1756.mat
msp_1757.mat;msp_1757.mat
msp_1758.mat;msp_1758.mat
msp_1759.mat;msp_1759.mat
msp_1760.mat;msp_1760.mat
msp_1761.mat;msp_1761.mat
msp_1762.mat;msp_1762.mat
msp_1763.mat;msp_1763.mat
msp_1764.mat;msp_1764.mat
msp_1765.mat;msp_1765.mat
msp_1766.mat;msp_1766.mat
msp_1767.mat;msp_1767.mat
msp_1768.mat;msp_1768.mat
msp_1769.mat;msp_1769.mat
msp_1770.mat;msp_1770.mat
msp_1771.mat;msp_1771.mat
msp_1772.mat;msp_1772.mat
msp_1773.mat;msp_1773.mat
msp_1774.mat;msp_1774.mat
msp_1775.mat;msp_1775.mat
msp_1776.mat;msp_1776.mat
msp_1777.mat;unclassified_Lachnospiraceae
msp_1778.mat;msp_1778.mat
msp_1779.mat;msp_1779.mat
msp_1780.mat;msp_1780.mat
msp_1781.mat;msp_1781.mat
msp_1782.mat;Prevotella_melaninogenica
msp_1783.mat;Fusobacterium_periodonticum
msp_1784.mat;Prevotella_jejuni
msp_1785.mat;Haemophilus_quentini
msp_1786.mat;unclassified_Leptotrichia
msp_1787.mat;Prevotella_salivae
msp_1788.mat;Lachnoanaerobaculum_saburreum_2
msp_1789.mat;Alloprevotella_tannerae
msp_1790.mat;msp_1790.mat
msp_1791.mat;msp_1791.mat
msp_1792.mat;msp_1792.mat
msp_1793.mat;Prevotella_denticola
msp_1794.mat;Haemophilus_paraphrohaemolyticus
msp_1795.mat;msp_1795.mat
msp_1796.mat;msp_1796.mat
msp_1797.mat;msp_1797.mat
msp_1798.mat;msp_1798.mat
msp_1799.mat;unclassified_Veillonella
msp_1800.mat;msp_1800.mat
msp_1801.mat;Haemophilus_parahaemolyticus
msp_1802.mat;msp_1802.mat
msp_1803.mat;msp_1803.mat
msp_1804.mat;msp_1804.mat
msp_1805.mat;msp_1805.mat
msp_1806.mat;msp_1806.mat
msp_1807.mat;msp_1807.mat
msp_1808.mat;Prevotella_veroralis
msp_1809.mat;msp_1809.mat
msp_1810.mat;msp_1810.mat
msp_1811.mat;msp_1811.mat
msp_1812.mat;msp_1812.mat
msp_1813.mat;msp_1813.mat
msp_1814.mat;unclassified_Parabacteroides
msp_1815.mat;msp_1815.mat
msp_1816.mat;msp_1816.mat
msp_1817.mat;msp_1817.mat
msp_1818.mat;unclassified_Saccharopolyspora
msp_1819.mat;unclassified_Lachnospiraceae
msp_1820.mat;Clostridium_sp._CL-2
msp_1821.mat;unclassified_Bacteroides
msp_1822.mat;unclassified_Selenomonas
msp_1823.mat;unclassified_Sutterella
msp_1824.mat;unclassified_Prevotella
msp_1825.mat;msp_1825.mat
